,LONGITUDE,LATITUDE,FLOOR,BUILDINGID,SPACEID,RELATIVEPOSITION
460,-7516.088799998164,4864889.878200002,2,1,16,2
4246,-7425.661100000143,4864873.132700004,0,1,216,2
434,-7536.598200000822,4864918.117200002,2,1,101,2
6294,-7318.694800000639,4864795.302100003,0,2,118,2
13948,-7536.565799999982,4864934.328000002,1,1,106,2
8866,-7324.080699998885,4864817.717,2,2,132,2
15477,-7411.328600000591,4864885.4059000015,0,1,245,2
12523,-7316.4574000015855,4864800.7843,4,2,123,2
10476,-7638.830899998547,4864999.286200002,3,0,119,2
15082,-7425.661100000143,4864873.132700004,1,1,201,2
17424,-7639.417199999094,4865001.277099997,0,0,128,2
2217,-7395.213199999183,4864786.255099997,2,2,203,2
1856,-7375.182999998331,4864773.673,2,2,214,2
688,-7511.736699998379,4864841.647200003,2,1,5,2
18777,-7337.716099999845,4864825.2817,1,2,125,2
8421,-7337.716099999845,4864825.2817,2,2,128,2
16543,-7659.935300000012,4864938.7962,3,0,215,2
6528,-7364.838899999857,4864844.884199998,0,2,139,2
17670,-7682.543800000101,4864932.3395000035,0,0,215,2
9311,-7310.700860090554,4864800.670677118,2,2,137,1
1661,-7559.497299998999,4864887.650399998,2,1,112,2
12465,-7374.347500000149,4864845.604699999,4,2,124,2
7705,-7603.5650999993095,4864979.790100001,2,0,105,2
13968,-7375.028700001538,4864855.459899999,3,2,106,2
16802,-7641.3297999985525,4864920.629500002,3,0,204,2
5269,-7427.074479050933,4864903.08147952,2,1,204,1
13509,-7318.160399999469,4864814.879600003,3,2,126,2
11044,-7311.919399999082,4864808.963799998,3,2,132,2
9576,-7644.034899998456,4864930.066799998,3,0,201,2
4581,-7359.192999999971,4864841.751800002,1,2,108,2
9932,-7641.5731999985865,4865008.853,2,0,124,2
4141,-7457.755499999971,4864815.285700001,1,1,207,2
5246,-7411.625444985926,4864887.55739639,3,1,202,1
1170,-7409.384500000626,4864796.0331000015,4,2,202,2
12108,-7519.0086999982595,4864949.4529,1,1,103,2
13329,-7372.802999999374,4864849.302699998,3,2,107,2
15278,-7441.9341934248805,4864872.437265873,0,1,222,1
17524,-7637.5564999990165,4864907.466200002,2,0,207,2
1553,-7525.818129986525,4864845.298622638,2,1,6,1
15908,-7684.298099998385,4864931.813000001,2,0,223,2
19804,-7568.72309999913,4864876.6818,3,1,107,2
16970,-7639.690999999642,4864914.912799999,2,0,205,2
4635,-7526.320097487421,4864919.688647747,3,1,101,1
5014,-7404.436200000346,4864808.869900003,0,2,215,2
7978,-7324.582886133344,4864813.8198470175,2,2,132,1
1737,-7386.105999998747,4864837.9142,3,2,101,2
12940,-7323.883299998939,4864822.1624,2,2,112,2
17426,-7638.067699998617,4865000.620200002,0,0,133,2
6689,-7417.558400001377,4864893.060199998,3,1,202,2
5920,-7404.8357000015685,4864808.159000002,0,2,214,2
4268,-7429.617124881595,4864899.692378685,0,1,238,1
1497,-7533.896200001241,4864939.258299999,2,1,105,2
14629,-7376.631799999624,4864855.089699999,1,2,104,2
17155,-7632.143599998206,4864982.217100002,0,0,122,2
3586,-7453.170400001109,4864828.667000003,1,1,207,2
16456,-7616.688900001346,4864976.028099999,2,0,102,2
18354,-7637.002300001681,4864905.532300003,2,0,208,2
5996,-7457.242100000381,4864853.930299997,2,1,216,2
956,-7395.100707694888,4864777.95992858,3,2,216,1
1573,-7535.393652174622,4864948.026025452,2,1,105,1
13960,-7549.37943457067,4864878.413713895,1,1,107,1
68,-7413.921399999409,4864785.033399999,3,2,206,2
11989,-7408.565699998288,4864796.707199998,1,2,212,2
10083,-7386.7095663398495,4864847.370468892,3,2,102,1
7794,-7684.298099998385,4864931.813000001,3,0,222,2
18706,-7315.743400000036,4864802.071500003,1,2,134,2
17594,-7633.236699998379,4864965.063299999,2,0,132,2
3622,-7336.2989999987185,4864829.050399996,1,2,111,2
6031,-7404.8357000015685,4864808.159000002,0,2,214,2
7110,-7300.818990092725,4864817.599367015,0,2,122,1
560,-7559.78200000152,4864871.373499997,2,1,108,2
378,-7340.524599999189,4864757.585900001,3,2,244,2
16359,-7601.616200000048,4864980.348899998,1,0,106,2
17075,-7633.469399999826,4864965.338399999,3,0,129,2
15745,-7324.080699998885,4864817.717,1,2,129,2
15869,-7669.247800000012,4864936.126800002,1,0,217,2
3716,-7424.407800000161,4864901.759999998,0,1,235,2
12449,-7316.86719999835,4864813.714900002,4,2,140,2
12845,-7504.906800001859,4864865.544699997,1,1,30,2
6948,-7427.074479050933,4864903.08147952,2,1,204,1
11712,-7323.5506539456555,4864827.719507538,1,2,112,1
9947,-7609.2503999993205,4864978.160700001,2,0,104,2
4407,-7463.9465345703065,4864836.803314826,0,1,203,1
10448,-7675.371700000018,4864932.7897000015,2,0,228,2
6509,-7423.060899998993,4864877.686099999,3,1,202,2
16102,-7594.736999999732,4864983.902400002,1,0,111,2
15572,-7421.9332000017175,4864863.970899999,0,1,219,2
17624,-7628.134500000626,4864977.021200001,3,0,135,2
5199,-7311.829500000924,4864805.7271,0,2,120,2
13561,-7330.668299999088,4864825.926600002,2,2,110,2
19095,-7366.751436967404,4864837.214649305,0,2,129,1
12373,-7327.958599999547,4864824.4234,4,2,116,2
15165,-7425.090500000864,4864858.2864999985,0,1,217,2
7962,-7308.779111966491,4864804.134827018,2,2,136,1
1065,-7390.095800001174,4864781.450599998,3,2,217,2
6063,-7352.555199999361,4864833.5141,0,2,124,2
6644,-7333.1832000017175,4864822.766999997,0,2,108,2
9355,-7618.586899999529,4864975.2962,0,0,112,2
6320,-7425.661100000143,4864873.132700004,3,1,201,2
5367,-7424.812344465406,4864862.992156811,2,1,201,1
5444,-7414.873469986021,4864881.276651077,2,1,202,1
17651,-7676.643599998206,4864934.006999998,3,0,220,2
13914,-7345.42330000177,4864829.557700002,2,2,126,2
329,-7348.012899998575,4864758.103299998,3,2,239,2
16576,-7661.735899999738,4864938.303900003,0,0,209,2
8868,-7325.23409999907,4864818.356799996,2,2,131,2
19141,-7337.716099999845,4864825.2817,1,2,125,2
7380,-7533.837600000203,4864939.373000003,0,1,122,2
19793,-7336.944299999624,4864764.039300002,1,2,218,2
7883,-7527.402600001544,4864929.238300003,1,1,101,2
632,-7384.393399998547,4864778.2870000005,3,2,219,2
9603,-7536.435899998993,4864918.028399996,0,1,115,2
14803,-7372.802999999374,4864849.302699998,1,2,106,2
11742,-7317.6510000005355,4864794.628600001,1,2,137,2
19118,-7360.497299998999,4864837.920500003,1,2,119,2
9918,-7594.264100000262,4864982.456100002,1,0,108,2
5290,-7408.338870193808,4864811.529825352,0,2,214,1
2084,-7318.160399999469,4864814.879600003,3,2,126,2
19524,-7363.159000001848,4864768.471699998,1,2,224,2
9183,-7363.282400000841,4864844.020599999,3,2,108,2
7489,-7568.053527798504,4864892.154664098,1,1,110,1
311,-7368.386100001633,4864769.406199999,3,2,227,2
7190,-7646.206399999559,4864932.4318,1,0,234,2
7589,-7632.143599998206,4864982.217100002,0,0,122,2
2055,-7390.761199999601,4864835.141000004,3,2,141,2
3726,-7457.755499999971,4864815.285700001,1,1,207,2
17767,-7638.807999998331,4864907.044100001,1,0,211,2
5712,-7342.435300000012,4864756.9575999975,0,2,207,2
13748,-7345.42330000177,4864829.557700002,2,2,126,2
8921,-7632.238800000399,4864988.249200001,0,0,134,2
9289,-7372.802900001408,4864849.3028,2,2,106,2
3945,-7466.445299256593,4864859.364375353,0,1,10,1
12010,-7315.743400000036,4864802.071500003,1,2,134,2
15383,-7425.728100001811,4864901.3354,0,1,239,2
16654,-7641.812300000341,4864922.313900001,1,0,203,2
14349,-7562.192000001669,4864866.7744999975,0,1,111,2
369,-7474.652600001544,4864865.9525000015,2,1,27,2
3709,-7435.9902000017455,4864891.204000004,0,1,229,2
15369,-7425.090500000864,4864858.2864999985,0,1,217,2
13647,-7377.846599999814,4864852.802199997,3,2,104,2
16891,-7592.718600001186,4864984.430299997,0,0,119,2
16686,-7643.092399999499,4864947.8138,1,0,228,2
13630,-7537.2410000003865,4864895.7321000025,1,1,117,2
13606,-7394.797230612487,4864837.578821808,2,2,143,1
17207,-7639.690999999642,4864914.912799999,1,0,205,2
19377,-7526.499313008041,4864893.093802638,3,1,3,1
13866,-7519.0086999982595,4864949.452799998,0,1,121,2
11796,-7318.341099999845,4864814.532499999,1,2,130,2
35,-7504.881400000304,4864865.5295,2,1,9,2
13416,-7317.526099998503,4864794.559299998,2,2,140,2
11593,-7312.981300000101,4864798.747699998,2,2,138,2
7144,-7632.238800000399,4864988.249200001,0,0,134,2
714,-7344.968400001526,4864749.5759999985,3,2,241,2
9370,-7639.417199999094,4865001.277099997,0,0,128,2
6192,-7435.065400000662,4864861.6708,2,1,201,2
8143,-7602.096400000155,4864981.792999998,2,0,113,2
3481,-7336.2989999987185,4864829.050399996,1,2,111,2
14480,-7315.743400000036,4864802.071500003,3,2,134,2
6402,-7439.543800000101,4864864.079400003,2,1,206,2
4414,-7460.767900001259,4864810.030100003,1,1,208,2
11151,-7330.786899998784,4864821.437299997,2,2,130,2
18671,-7352.520300000906,4864833.494800001,1,2,122,2
3585,-7457.755499999971,4864815.285700001,1,1,207,2
5916,-7404.8357000015685,4864808.159000002,0,2,214,2
12605,-7527.402600001544,4864929.238300003,1,1,101,2
7633,-7641.3297999985525,4864920.629500002,1,0,204,2
3788,-7352.520300000906,4864833.494800001,1,2,122,2
5882,-7469.328741654754,4864834.110160768,2,1,212,1
138,-7502.449700001627,4864884.176100002,2,1,22,2
5464,-7425.6438000015905,4864873.1670999965,2,1,201,2
17377,-7691.338399998844,4864928.212899998,3,0,223,2
2335,-7327.958599999547,4864824.4234,4,2,116,2
11856,-7331.496599998325,4864767.7711,1,2,206,2
1534,-7533.896200001241,4864939.258299999,2,1,105,2
2931,-7359.331099998206,4864837.273500003,4,2,129,2
7973,-7318.341099999845,4864814.532499999,2,2,133,2
2491,-7369.414400000124,4864767.887100004,3,2,226,2
4468,-7310.700860090554,4864800.670677118,1,2,134,1
19007,-7366.751436967404,4864837.214649305,0,2,129,1
2496,-7356.0102000012985,4864762.5402000025,3,2,233,2
17043,-7618.763300001621,4864975.433799997,3,0,101,2
11905,-7388.524687383324,4864770.582154624,1,2,204,1
14233,-7330.786899998784,4864821.437299997,2,2,130,2
18206,-7691.338399998844,4864928.212899998,3,0,223,2
528,-7370.614700000732,4864768.552900001,3,2,224,2
511,-7399.109700001776,4864784.361699998,3,2,212,2
18035,-7641.3297999985525,4864920.629500002,1,0,204,2
1454,-7536.598200000822,4864918.117200002,2,1,101,2
13172,-7549.37943457067,4864878.413713895,1,1,107,1
19228,-7346.874918319285,4864840.663215242,1,2,110,1
1766,-7329.376800000668,4864825.210199997,3,2,129,2
2578,-7391.35909999907,4864782.1516999975,3,2,215,2
16468,-7634.477000001818,4864984.097499996,2,0,117,2
4983,-7310.764899998902,4864807.6461,0,2,125,2
17,-7520.724500000478,4864892.4384,2,1,15,2
4992,-7536.584399998189,4864918.1096,3,1,101,2
13184,-7363.282400000841,4864844.020599999,3,2,108,2
10235,-7324.582886133344,4864813.8198470175,2,2,132,1
10078,-7388.263861134648,4864839.5788998315,3,2,101,1
16669,-7669.247800000012,4864936.126800002,1,0,217,2
3326,-7374.347500000149,4864845.604699999,1,2,115,2
6208,-7457.242100000381,4864853.930299997,2,1,216,2
16447,-7691.338399998844,4864928.212899998,2,0,224,2
15797,-7641.030099999159,4865006.826700002,0,0,129,2
2783,-7369.414400000124,4864767.887100004,3,2,226,2
1448,-7489.177499998361,4864899.944899999,2,1,10,2
7027,-7314.611699998379,4864800.712399997,0,2,119,2
7758,-7639.35000000149,4865001.098099999,3,0,120,2
6757,-7457.242100000381,4864853.930299997,2,1,216,2
7304,-7675.371700000018,4864932.7897000015,2,0,228,2
497,-7407.379599999636,4864799.6941,3,2,201,2
7339,-7643.13899999857,4864947.851999998,3,0,229,2
11285,-7603.5650999993095,4864979.790100001,1,0,105,2
11257,-7684.298099998385,4864931.813000001,1,0,221,2
4391,-7426.627799998969,4864896.057800001,0,1,249,2
19299,-7320.078899998218,4864794.327799998,0,2,117,2
10452,-7631.8949000015855,4864981.9169000015,3,0,137,2
18938,-7359.331099998206,4864837.273500003,1,2,120,2
9891,-7647.626299999654,4864944.457699999,1,0,230,2
18063,-7650.165600001811,4864937.056900002,1,0,233,2
14362,-7390.184700001031,4864838.919100001,2,2,101,2
8489,-7636.960200000554,4864905.659699999,0,0,227,2
18592,-7310.764899998902,4864807.6461,0,2,125,2
9360,-7589.0014999993155,4864985.495899999,0,0,118,2
4323,-7311.919399999082,4864808.963799998,1,2,132,2
1017,-7506.731899999082,4864850.683999999,2,1,4,2
12185,-7536.565799999982,4864934.328000002,1,1,106,2
13512,-7316.680700000374,4864814.058700003,3,2,127,2
1719,-7408.925999999045,4864793.862999998,2,2,202,2
12339,-7474.495200000703,4864891.586599998,1,1,25,2
7275,-7648.530400000513,4864942.806100003,2,0,231,2
11485,-7325.052900001408,4864818.703599997,3,2,124,2
15935,-7602.096400000155,4864981.792999998,2,0,113,2
17266,-7684.298099998385,4864931.813000001,2,0,223,2
10343,-7650.165600001811,4864937.056900002,1,0,233,2
19794,-7349.475600000471,4864760.880199999,1,2,221,2
4397,-7436.122900001706,4864891.476599999,0,1,230,2
12438,-7536.4928999990225,4864918.059600003,1,1,101,2
11642,-7370.775379050522,4864770.922951184,1,2,225,1
15408,-7390.620600000025,4864836.055799998,1,2,140,2
12395,-7363.282299999148,4864844.0207,4,2,110,2
217,-7349.279599998145,4864758.806000002,3,2,237,2
9518,-7638.2760000005355,4864905.187200001,2,0,211,2
13850,-7374.347500000149,4864845.604699999,3,2,111,2
17147,-7639.417199999094,4865001.277099997,0,0,128,2
6376,-7321.8462610281995,4864826.773397222,0,2,103,1
19894,-7559.637499999255,4864871.639600001,3,1,106,2
14015,-7559.862900000066,4864871.224600002,0,1,110,2
4937,-7316.835799999535,4864813.697499998,0,2,104,2
12855,-7474.670000001788,4864865.918799996,1,1,27,2
7069,-7394.577824883163,4864836.924705662,0,2,112,1
11307,-7641.5731999985865,4865008.853,2,0,124,2
17387,-7685.723499998449,4864929.890299998,0,0,218,2
12000,-7339.1538871750245,4864749.384690456,1,2,220,1
17870,-7616.688900001346,4864976.028099999,3,0,102,2
1164,-7392.357000000775,4864780.615599996,4,2,216,2
14656,-7363.986104570329,4864850.150565037,1,2,107,1
8711,-7386.7095663398495,4864847.370468892,3,2,102,1
12451,-7330.786899998784,4864821.437299997,4,2,136,2
11153,-7325.23409999907,4864818.356799996,2,2,131,2
7808,-7523.494399998337,4864951.885300003,0,1,107,2
10318,-7638.2760000005355,4864905.187200001,1,0,210,2
7856,-7330.597199998796,4864821.779299997,3,2,123,2
9558,-7634.477000001818,4864984.097499996,3,0,115,2
3772,-7309.849300000817,4864812.695299998,1,2,114,2
13770,-7555.068599998952,4864885.213299997,1,1,107,2
18377,-7682.084399998189,4864930.865400001,2,0,227,2
17586,-7628.134500000626,4864977.021200001,2,0,138,2
10066,-7519.0086999982595,4864949.452799998,0,1,121,2
7220,-7642.445999998598,4865016.687799999,1,0,123,2
11145,-7313.065520714968,4864792.170037955,2,2,139,1
1215,-7413.921399999409,4864785.033399999,4,2,206,2
15780,-7636.960200000554,4864905.659699999,0,0,227,2
333,-7519.152399998158,4864949.532200001,2,1,103,2
5844,-7353.69530000165,4864834.147,0,2,126,2
10199,-7377.296035300941,4864860.055810973,2,2,105,1
40,-7469.7391000017515,4864864.291500002,2,1,18,2
9215,-7317.526099998503,4864794.559299998,3,2,137,2
15992,-7639.7153999991715,4865007.160400003,3,0,126,2
18550,-7388.631314467639,4864843.906318991,0,2,134,1
7238,-7632.1528999991715,4864981.863899998,2,0,140,2
14070,-7325.23409999907,4864818.356799996,2,2,131,2
16211,-7636.667899999766,4864991.739799999,2,0,119,2
5010,-7568.72309999913,4864876.6818,3,1,107,2
7844,-7360.497299998999,4864837.920500003,3,2,115,2
5250,-7460.767900001259,4864810.030100003,2,1,209,2
7806,-7524.514299999922,4864934.194600001,0,1,119,2
1877,-7374.347500000149,4864845.604699999,3,2,111,2
17654,-7683.855900000781,4864930.357900001,3,0,225,2
15535,-7318.341099999845,4864814.532499999,1,2,130,2
6842,-7304.483600001782,4864820.875299999,0,2,122,2
12249,-7506.762699998915,4864850.701899998,1,1,4,2
11266,-7634.477000001818,4864984.097499996,1,0,115,2
19936,-7536.165800001472,4864897.859200002,3,1,112,2
12477,-7372.802900001408,4864849.3028,4,2,107,2
4259,-7436.122900001706,4864891.476599999,0,1,230,2
16390,-7638.2760000005355,4864905.187200001,1,0,210,2
12433,-7535.209515403956,4864948.090411805,1,1,105,1
12442,-7315.743400000036,4864802.071500003,4,2,122,2
12857,-7541.168800000101,4864920.726800002,1,1,106,2
12799,-7352.520300000906,4864833.494800001,4,2,131,2
3136,-7332.1088000014415,4864822.170999996,4,2,135,2
962,-7384.393399998547,4864778.2870000005,3,2,219,2
9627,-7377.096400000155,4864854.1538999975,3,2,105,2
9255,-7571.093199998141,4864871.718699999,1,1,109,2
10668,-7321.03830000013,4864820.583800003,2,2,113,2
149,-7506.529300000519,4864862.554300003,2,1,8,2
16049,-7643.993799999355,4864930.197999999,0,0,234,2
15584,-7426.627799998969,4864896.057800001,0,1,249,2
13250,-7327.929099999367,4864824.406999998,2,2,111,2
6543,-7351.266699999572,4864837.354500003,0,2,140,2
18104,-7650.165600001811,4864937.056900002,2,0,241,2
14222,-7311.919399999082,4864808.963799998,2,2,135,2
261,-7457.242100000381,4864853.930299997,2,1,216,2
6280,-7336.2989999987185,4864829.050399996,0,2,107,2
10376,-7594.264100000262,4864982.456100002,1,0,108,2
15808,-7592.718600001186,4864984.430299997,0,0,119,2
14434,-7526.391455613078,4864919.34785118,1,1,101,1
16452,-7650.165600001811,4864937.056900002,2,0,241,2
2378,-7399.109700001776,4864784.361699998,3,2,212,2
7199,-7675.406700000167,4864932.779600002,1,0,226,2
9368,-7636.633000001311,4864991.830600001,0,0,125,2
3660,-7390.620600000025,4864836.055799998,1,2,140,2
17845,-7596.6486999988565,4864983.354699999,2,0,112,2
12780,-7510.211205821484,4864949.287095763,1,1,103,1
10837,-7634.477000001818,4864984.097499996,2,0,117,2
406,-7398.5587060302505,4864779.87839587,3,2,214,1
7149,-7643.20149999857,4864947.990599996,0,0,202,2
1817,-7359.148499999195,4864841.7272000015,3,2,109,2
2862,-7403.73600000143,4864789.018399999,3,2,209,2
11855,-7336.944299999624,4864764.039300002,1,2,218,2
3330,-7379.799400001764,4864849.157899998,1,2,103,2
8294,-7324.486511655153,4864813.990040243,3,2,125,1
12760,-7506.559300001712,4864862.569799997,1,1,8,2
9032,-7609.2503999993205,4864978.160700001,2,0,104,2
6159,-7318.694800000639,4864795.302100003,0,2,118,2
15669,-7468.870245195925,4864827.937682956,0,1,248,1
16156,-7643.092399999499,4864947.8138,1,0,228,2
11188,-7615.52769999951,4864982.2821,0,0,121,2
12871,-7309.517499998212,4864813.293499999,4,2,143,2
18077,-7641.3297999985525,4864920.629500002,2,0,204,2
906,-7506.731899999082,4864850.683999999,2,1,4,2
14876,-7447.440600000322,4864871.013400003,0,1,226,2
4715,-7346.1825999990115,4864759.0534000015,0,2,206,2
10694,-7324.080699998885,4864817.717,2,2,132,2
3231,-7338.857999999076,4864825.9152000025,4,2,133,2
11201,-7638.067699998617,4865000.620200002,0,0,133,2
18323,-7661.753100000322,4864938.275399998,1,0,215,2
16518,-7637.839099999516,4865000.615699999,3,0,127,2
11215,-7661.896899998189,4864934.618799998,0,0,220,2
7530,-7312.662200000137,4864807.624899998,2,2,136,2
18724,-7371.659499999136,4864848.668300003,0,2,139,2
3109,-7370.0106999985865,4864847.7535,4,2,108,2
2181,-7366.095899999142,4864845.581600003,3,2,108,2
9771,-7317.526099998503,4864794.559299998,2,2,140,2
17986,-7618.586899999529,4864975.2962,0,0,112,2
7001,-7359.297899998724,4864837.255099997,0,2,127,2
18419,-7628.134500000626,4864977.021200001,2,0,138,2
10471,-7635.040800001472,4864986.063900001,3,0,116,2
13682,-7353.723400000484,4864834.1625000015,3,2,117,2
11324,-7587.102299999446,4864986.090999998,2,0,109,2
6058,-7333.1832000017175,4864822.766999997,0,2,108,2
5034,-7304.483600001782,4864820.875299999,0,2,122,2
8083,-7645.041900001466,4864948.917999998,1,0,229,2
38,-7511.5214999988675,4864853.5402000025,2,1,7,2
13222,-7559.862900000066,4864871.224600002,0,1,110,2
12903,-7376.904599998145,4864852.029399999,4,2,106,2
6367,-7352.555199999361,4864833.5141,0,2,124,2
10137,-7536.4928999990225,4864918.059600003,1,1,101,2
1906,-7312.662200000137,4864807.624899998,3,2,133,2
16377,-7642.445999998598,4865016.687799999,1,0,123,2
3365,-7324.080699998885,4864817.717,1,2,129,2
1769,-7325.052900001408,4864818.703599997,3,2,124,2
17582,-7641.899399999529,4865014.780100003,2,0,126,2
14782,-7417.502300001681,4864893.0326000005,1,1,203,2
9168,-7390.761199999601,4864835.141000004,3,2,141,2
6726,-7360.5392999984315,4864837.943800002,0,2,128,2
11430,-7682.084399998189,4864930.865400001,3,0,226,2
1544,-7564.196299999952,4864887.1932,2,1,111,2
3037,-7338.857999999076,4864825.9152000025,4,2,133,2
1235,-7405.100900001824,4864789.7755,4,2,207,2
10163,-7560.377608112991,4864859.336898372,1,1,108,1
11264,-7633.04149999842,4864971.012100004,1,0,130,2
1111,-7409.384500000626,4864796.0331000015,4,2,202,2
6896,-7364.838899999857,4864844.884199998,0,2,139,2
933,-7337.23213905096,4864752.848840348,3,2,243,1
11673,-7363.159000001848,4864768.471699998,1,2,224,2
18792,-7303.794295821339,4864812.44148691,1,2,114,1
12077,-7480.921700000763,4864891.6466000015,0,1,3,2
9570,-7632.033700000496,4864987.610399999,3,0,128,2
12323,-7500.175299998373,4864879.856799996,0,1,1,2
1281,-7391.084499999882,4864779.909699999,4,2,218,2
14178,-7390.435400001706,4864835.897,3,2,140,2
3921,-7324.582886133344,4864813.8198470175,1,2,129,1
19093,-7365.719614882021,4864851.11348962,0,2,139,1
10978,-7524.514299999922,4864934.194600001,0,1,119,2
5022,-7370.399900000542,4864772.489,0,2,205,2
16831,-7675.406700000167,4864932.779600002,3,0,227,2
6619,-7377.133499998598,4864851.760499999,0,2,138,2
16011,-7638.807999998331,4864907.044100001,3,0,212,2
88,-7385.372800000012,4864776.740699999,3,2,220,2
4382,-7425.661100000143,4864873.132700004,0,1,216,2
1795,-7338.009399998933,4864757.397500001,2,2,209,2
14501,-7360.497299998999,4864837.920500003,3,2,115,2
977,-7356.0102000012985,4864762.5402000025,3,2,233,2
2707,-7337.394799999893,4864763.226999998,3,2,245,2
7059,-7435.067499998958,4864878.1545,3,1,204,2
11824,-7349.475600000471,4864760.880199999,1,2,221,2
5892,-7435.065400000662,4864861.6708,2,1,201,2
14898,-7383.6702000014475,4864842.180799998,1,2,101,2
14492,-7325.052900001408,4864818.703599997,3,2,124,2
11315,-7618.763300001621,4864975.433799997,2,0,101,2
16961,-7650.165600001811,4864937.056900002,1,0,233,2
17088,-7640.679200001061,4864913.532200001,3,0,213,2
7100,-7345.411800000817,4864829.5512000015,0,2,111,2
9444,-7641.5731999985865,4865008.853,1,0,122,2
515,-7391.35909999907,4864782.1516999975,3,2,215,2
19367,-7485.468600001186,4864874.716200002,3,1,1,2
13528,-7367.458799999206,4864841.782799996,3,2,113,2
16938,-7638.807999998331,4864907.044100001,1,0,211,2
7401,-7376.317116655409,4864861.7561028525,3,2,106,1
19581,-7568.72309999913,4864876.6818,3,1,107,2
17863,-7639.7153999991715,4865007.160400003,2,0,128,2
10852,-7634.934135507791,4865007.513685353,2,0,128,1
1492,-7523.628199998288,4864951.958300002,2,1,104,2
5530,-7360.5392999984315,4864837.943800002,0,2,128,2
1908,-7309.517499998212,4864813.293499999,3,2,131,2
17783,-7656.559099998325,4864938.028999999,1,0,235,2
18904,-7374.3125,4864845.585299999,0,2,132,2
17239,-7633.04149999842,4864971.012100004,1,0,130,2
17233,-7656.559099998325,4864938.028999999,1,0,235,2
19009,-7360.5392999984315,4864837.943800002,0,2,128,2
14387,-7315.743400000036,4864802.071500003,2,2,137,2
6470,-7304.483600001782,4864820.875299999,0,2,122,2
6489,-7427.074479050933,4864903.08147952,2,1,204,1
727,-7404.705499999225,4864787.466200002,3,2,210,2
3465,-7374.897300001234,4864855.5392,1,2,105,2
3319,-7427.111388426274,4864903.13028191,1,1,204,1
16969,-7641.3297999985525,4864920.629500002,2,0,204,2
10189,-7380.866799999028,4864847.233599998,2,2,103,2
15981,-7637.177999999374,4864993.520599999,3,0,118,2
7687,-7634.477000001818,4864984.097499996,2,0,117,2
17423,-7641.624600000678,4865008.901500002,0,0,130,2
9977,-7646.805700000374,4864925.951300004,2,0,214,2
14712,-7377.078269988298,4864842.961438999,1,2,115,1
5577,-7460.767900001259,4864810.030100003,3,1,216,2
9418,-7659.935300000012,4864938.7962,1,0,214,2
16966,-7635.4525999985635,4864966.3134,1,0,129,2
1067,-7391.084499999882,4864779.909699999,3,2,218,2
19221,-7352.348799999803,4864837.9547000015,1,2,109,2
13843,-7366.242400001734,4864841.108000003,3,2,114,2
10050,-7684.298099998385,4864931.813000001,3,0,222,2
15128,-7309.849300000817,4864812.695299998,1,2,114,2
18892,-7390.620600000025,4864836.055799998,1,2,140,2
9192,-7353.723400000484,4864834.1625000015,3,2,117,2
14785,-7466.963700000197,4864820.413199998,1,1,210,2
12411,-7511.778299998492,4864841.671700002,1,1,5,2
9474,-7640.98050000146,4865006.785599999,2,0,123,2
13798,-7383.733100000769,4864842.191699997,3,2,143,2
17264,-7669.247800000012,4864936.126800002,2,0,219,2
985,-7536.6211999990055,4864934.2251999965,2,1,106,2
14945,-7445.557873841374,4864826.589670561,0,1,202,1
18844,-7360.497299998999,4864837.920500003,1,2,119,2
10170,-7578.461971551179,4864869.381579727,1,1,109,1
10129,-7317.526099998503,4864794.559299998,3,2,137,2
804,-7511.5214999988675,4864853.5402000025,2,1,7,2
11626,-7366.242400001734,4864841.108000003,2,2,121,2
2194,-7338.66330000013,4864826.254299998,3,2,120,2
2190,-7360.497299998999,4864837.920500003,3,2,115,2
6369,-7333.1832000017175,4864822.766999997,0,2,108,2
4163,-7377.078269988298,4864842.961438999,1,2,115,1
13391,-7381.686900001019,4864845.7553,2,2,102,2
6949,-7432.442200001329,4864883.1646,2,1,205,2
7413,-7366.242400001734,4864841.108000003,3,2,114,2
4260,-7435.9902000017455,4864891.204000004,0,1,229,2
17675,-7675.352499999107,4864932.862899996,0,0,219,2
14456,-7383.733100000769,4864842.191699997,3,2,143,2
2702,-7340.524599999189,4864757.585900001,3,2,244,2
16547,-7674.97230000049,4864934.486199996,3,0,219,2
18862,-7346.874918319285,4864840.663215242,1,2,110,1
18382,-7648.530400000513,4864942.806100003,2,0,231,2
3081,-7368.386100001633,4864769.406199999,3,2,227,2
5718,-7320.078899998218,4864794.327799998,0,2,117,2
7254,-7616.688900001346,4864976.028099999,2,0,102,2
2807,-7336.700399998575,4864764.478799999,3,2,246,2
13678,-7331.918400000781,4864822.512199998,3,2,122,2
11775,-7366.449900001286,4864770.2973000035,1,2,224,2
4580,-7363.986104570329,4864850.150565037,1,2,107,1
19821,-7408.338870193808,4864811.529825352,1,2,214,1
1264,-7391.084499999882,4864779.909699999,4,2,218,2
1197,-7404.705499999225,4864787.466200002,4,2,210,2
4518,-7426.938324466348,4864864.108050242,0,1,216,1
17007,-7611.129000000656,4864977.622000001,2,0,103,2
9230,-7524.514299999922,4864934.194600001,1,1,102,2
15750,-7312.662200000137,4864807.624899998,1,2,133,2
19372,-7470.539500001818,4864863.624300003,3,1,11,2
3105,-7380.934599999338,4864847.235600002,4,2,104,2
14838,-7470.51399999857,4864863.610200003,0,1,15,2
